x, y, t
-1.161900639, -2.306790898, 0.000422556
-1.160125303, -2.305934615, 0.102261506
-1.150606515, -2.29311887, 0.20390331
-1.139534342, -2.280740352, 0.305869418
-1.128839995, -2.268302024, 0.40762238
-1.11869226, -2.256936856, 0.50935047
-1.109483854, -2.244994479, 0.611269811
-1.100614597, -2.23281625, 0.712969307
-1.090966187, -2.219929895, 0.814772056
-1.081799734, -2.211536606, 0.91663039
-1.071553982, -2.199423798, 1.018441038
-1.063909033, -2.185356813, 1.120264045
-1.054742179, -2.174233766, 1.221990973
-1.045597501, -2.163094325, 1.323785654
-1.036767173, -2.151657071, 1.425783311
-1.02691055, -2.139255592, 1.527661112
-1.018027602, -2.127221769, 1.629614902
-1.009382708, -2.115868765, 1.731524426
-1.000534881, -2.104393557, 1.833385567
-0.9916221565, -2.092744533, 1.93532367
-0.9827581685, -2.081079018, 2.037087586
-0.9724112396, -2.068042167, 2.138735902
-0.9634275644, -2.056248029, 2.240438162
-0.9542841759, -2.044647054, 2.342163278
-0.9438333442, -2.031499323, 2.443929771
-0.9350494695, -2.020036066, 2.545672443
-0.9244965633, -2.006446271, 2.647550155
-0.9149866346, -1.994164461, 2.749682956
-0.9055988115, -1.981607246, 2.851894029
-0.8964461448, -1.969077544, 2.953708339
-0.8870306324, -1.956252988, 3.05541911
-0.878197399, -1.943686999, 3.157064036
-0.8684408964, -1.929817367, 3.258812781
-0.8599803972, -1.917438855, 3.360541589
-0.8507212898, -1.904548006, 3.462682612
-0.8417442562, -1.891183621, 3.564634333
-0.833240776, -1.878774913, 3.666506825
-0.8235805639, -1.864723788, 3.768437987
-0.8148531497, -1.85190998, 3.870239654
-0.8060224915, -1.839071863, 3.971953526
-0.7972424274, -1.826018957, 4.073854642
-0.7887171706, -1.812854566, 4.175694464
-0.7782939758, -1.798338831, 4.277539375
-0.769840004, -1.784966129, 4.379199964
-0.7624591412, -1.772009401, 4.481104392
-0.7551153603, -1.758920046, 4.583305549
-0.74702138, -1.745903156, 4.685222393
-0.7392807075, -1.732421705, 4.787060369
-0.730762201, -1.717579838, 4.88894079
-0.7228594421, -1.704572067, 4.990693733
-0.71497163, -1.691949875, 5.092639651
-0.7070895653, -1.678339815, 5.1945264
-0.6998781426, -1.663544612, 5.296547994
-0.6912020577, -1.649612761, 5.398387162
-0.6835566853, -1.636381317, 5.500256103
-0.6756639889, -1.62339042, 5.602097414
-0.6682460628, -1.61040124, 5.703878343
-0.6607974125, -1.597627257, 5.805574699
-0.6528364861, -1.583379676, 5.907440429
-0.6453377642, -1.570235292, 6.009216188
-0.6374534953, -1.557030793, 6.111055146
-0.6300326909, -1.543992555, 6.212824435
-0.6226186964, -1.530915616, 6.314771604
-0.6153098662, -1.517948585, 6.416583651
-0.6071098505, -1.503477548, 6.518619622
-0.5997289604, -1.490539201, 6.620474721
-0.5921544797, -1.477648558, 6.722340925
-0.5849410334, -1.464736908, 6.824050096
-0.5776793121, -1.451252275, 6.92586901
-0.5698859355, -1.436992063, 7.027643174
-0.5627098449, -1.423996099, 7.129442211
-0.5556703054, -1.41096964, 7.231250267
-0.5485942745, -1.398101834, 7.3331614
-0.5416849795, -1.385129743, 7.435111821
-0.5345828239, -1.372128671, 7.537078128
-0.5269645944, -1.358056091, 7.638855109
-0.5199965143, -1.345023657, 7.740688581
-0.5129826205, -1.33203586, 7.842607268
-0.5059775682, -1.318995027, 7.944398183
-0.4989865104, -1.306029223, 8.046046741
-0.491227058, -1.291748015, 8.14779695
-0.4845460006, -1.278788639, 8.249514121
-0.4770845195, -1.265915417, 8.351367916
-0.4702151105, -1.252527933, 8.453378414
-0.4637586299, -1.239474957, 8.555371688
-0.4566551148, -1.224876022, 8.657162461
-0.4500607707, -1.211642838, 8.759173352
-0.4433299355, -1.198318028, 8.861040461
-0.436610268, -1.185031029, 8.962848476
-0.4294865622, -1.171873471, 9.064623794
-0.4230914618, -1.158523409, 9.166455808
-0.4157545661, -1.144163232, 9.26823508
-0.4094152493, -1.130886269, 9.370120966
-0.4029992397, -1.117710543, 9.472051708
-0.3966698387, -1.103981825, 9.574052628
-0.3904318727, -1.090955771, 9.676006481
-0.3834642691, -1.076710463, 9.777688982
-0.3773142602, -1.063612883, 9.879568506
-0.3718879203, -1.049819071, 9.981340235
-0.3659682002, -1.036853184, 10.08321198
