x, y, t
-1.427803061, -2.219479048, 3.6878e-05
-1.425205232, -2.216807794, 0.103165383
-1.414149893, -2.204335086, 0.204999615
-1.402876705, -2.190986903, 0.306442654
-1.392153292, -2.178018783, 0.408107847
-1.379102422, -2.162524327, 0.509817938
-1.367801392, -2.149746247, 0.61160249
-1.356256859, -2.136373261, 0.713278324
-1.345307691, -2.123364375, 0.815191813
-1.333663214, -2.109715543, 0.917044923
-1.323000594, -2.097679731, 1.018808494
-1.31079687, -2.082136526, 1.120542077
-1.298849687, -2.067495195, 1.22230569
-1.287921854, -2.053686391, 1.324105651
-1.277254242, -2.039927066, 1.425966134
-1.266214259, -2.02542205, 1.527726976
-1.25452264, -2.011223626, 1.629568498
-1.242935859, -1.995987346, 1.731289039
-1.232732734, -1.982846788, 1.832907235
-1.222353295, -1.968973547, 1.934577875
-1.211747734, -1.954853617, 2.036404558
-1.201399268, -1.940691103, 2.138015074
-1.19045934, -1.925467476, 2.23963968
-1.179931758, -1.91171943, 2.341429909
-1.170753346, -1.897666577, 2.442991063
-1.161340619, -1.883743822, 2.544490852
-1.150951418, -1.869946321, 2.646031053
-1.14169052, -1.855518872, 2.747544849
-1.131002285, -1.839935753, 2.848975562
-1.121555736, -1.825939745, 2.950541292
-1.112026487, -1.811919862, 3.052239701
-1.102325755, -1.798230116, 3.154101326
-1.091980595, -1.784107879, 3.255809713
-1.08282716, -1.76978376, 3.357577766
-1.072556355, -1.753997941, 3.459404214
-1.062504087, -1.738848798, 3.561170188
-1.053186233, -1.724252249, 3.663183303
-1.044347434, -1.709124922, 3.765070022
-1.035153532, -1.694390823, 3.866688748
-1.025635221, -1.679604384, 3.968406475
-1.015716547, -1.663201215, 4.070092839
-1.006477444, -1.648562233, 4.171718974
-0.9975299097, -1.633657193, 4.273489229
-0.9883513473, -1.618991234, 4.375337419
-0.9790245818, -1.604039558, 4.477069847
-0.9700263652, -1.589218201, 4.57877433
-0.9600486699, -1.572646643, 4.680593061
-0.9504238432, -1.557328808, 4.78253207
-0.9419858398, -1.542379595, 4.884409854
-0.9323294188, -1.526259129, 4.986249445
-0.9235678306, -1.511204958, 5.088144536
-0.9136950173, -1.49435591, 5.189885884
-0.9051538798, -1.478470692, 5.292447183
-0.8964223999, -1.463061415, 5.394280254
-0.8877456503, -1.447208413, 5.495861144
-0.8791749401, -1.430657096, 5.597403045
-0.869346916, -1.41254715, 5.699158557
-0.8605165097, -1.396685036, 5.800967975
-0.8520381492, -1.38064077, 5.902978981
-0.8436768665, -1.364628872, 6.00495555
-0.8348276488, -1.348361433, 6.106679759
-0.8268372763, -1.3320973, 6.208461512
-0.818206874, -1.314265194, 6.310397268
-0.8102307225, -1.298076944, 6.412135549
-0.8025013283, -1.281850499, 6.513941093
-0.7950023832, -1.266026216, 6.615559011
-0.7872824892, -1.249855497, 6.717441263
-0.7794042007, -1.232473813, 6.81917097
-0.7722173716, -1.216408529, 6.92102993
-0.7654804766, -1.200431296, 7.023095913
-0.7590735045, -1.184165012, 7.124901734
-0.7525316665, -1.168579256, 7.226567829
-0.745701364, -1.153151634, 7.328311299
-0.7383370347, -1.135746693, 7.430251775
-0.7320725489, -1.120177577, 7.531982123
-0.7256596485, -1.104710748, 7.633880276
-0.7189650634, -1.089205619, 7.735493584
-0.7122668326, -1.073341512, 7.837307265
-0.7052864134, -1.056326146, 7.939095743
-0.6987796394, -1.040728178, 8.041035385
-0.6928560212, -1.025224689, 8.142908077
-0.6872820529, -1.008900179, 8.24475813
-0.6826221256, -0.9913482719, 8.346736959
-0.6779447734, -0.9725447234, 8.448537854
-0.6704003162, -0.9510286987, 8.55019104
-0.6634512924, -0.9317151304, 8.652081527
-0.6559334365, -0.9135424898, 8.753867994
-0.6484032718, -0.895353404, 8.855936995
-0.6409226552, -0.8776061359, 8.957717377
-0.6333905952, -0.8602015402, 9.059480292
-0.6274311631, -0.8450945968, 9.161316755
-0.6218292405, -0.8299056498, 9.263381085
-0.6157023815, -0.8143940326, 9.365070989
-0.6101293193, -0.7985254347, 9.466910356
-0.6043040986, -0.7823125614, 9.568722715
-0.598317957, -0.7642477876, 9.670431459
-0.5924299031, -0.7475813893, 9.772112217
-0.5867386249, -0.7307380756, 9.874070148
-0.5810890613, -0.7136802249, 9.975871272
-0.5757302735, -0.6965112076, 10.07782657
